Item number;Name;Station code
6114;Protopopovka (OP.);410256
6115;Prokhorovka (OP.);424511
6116;Proshova;362616
6117;Proshyan;567715
6118;Prudovka (OP.);150655
6119;Prudok;160708
6120;Ponds;163509
6121;Prudyanka (OP.);432255
6122;Prudyanka (PP.);421655
6123;Pruncul (OP.);391229
6124;Rod;397102
6125;Prut II;396909
6126;Prut II (exp.);397009
6127;Prutovka (OP.);389248
6128;Pryadkin (OP.);442914
6129;Pryazhevo;345502
6130;Psyrtsha (OP.);574047
6131;Bird;153761
6132;Bird (OP.);144669
6133;Puze (OP.);98117
6134;Puka;85831
6135;Pukov (OP.);361613
6136;Pulkhokim;729217
6137;Pumpuri (OP);97218
6138;Pupoli (PP.);112738
6139;Pure (OP.);97523
6140;Pureni;112653
6141;Purini (OP);111523
6142;Purmsati (OP.);99116
6143;Purethers (OP.);90721
6144;Pussyani (rezd.);550536
6145;Pustovites (OP.);344410
6146;Hollow-washers (OP.);377927
6147;Put. Post 14Z km;428334
6148;Put.Post 1027 km;423720
6149;Waypoint 104Z km;495324
6150;Put.Post 109 km;414191
6151;Put.Post 103 km;413630
6152;Put.Post 115 km;413625
6153;Waypoint 116 km;442416
6154;Put.Post 127 km;413610
6155;Waypoint 141Z km;405949
6156;Waypoint 142 km;407612
6157;Waypoint 151 km;150778
6158;Waypoint 185 km;417823
6159;Waypoint 13 km;401736
6160;Waypoint 1‡29 km;406710
6161;Waypoint 135 km;407516
6162;Waypoint 1‡70 km;406417
6163;Waypoint 200 km;429915
6164;Put.Post 22 km;413574
6165;Waypoint 22 km;401825
6166;Waypoint 25 km;401810
6167;Put.Post 28 km;413564
6168;Waypoint 230 km;415118
6169;Waypoint 4 km;496045
6170;Waypoint 4 km;707010
6171;Put.Post 40 km;413540
6172;Waypoint 48 km;409013
6173;Put.Post 50 km;414257
6174;Put.Post 56 km;414280
6175;Waypoint 594 km;715002
6176;Put.Post 61 km;414295
6177;Put.Post 65 km;414276
6178;Waypoint 74 km;441536
6179;Waypoint 77 km;458236
6180;Put.Post 78 km;414261
6181;Waypoint 8 km;396824
6182;Put.Post 82 km;414172
6183;Put.Post 88 km;414134
6184;Waypoint 882 km;424225
6185;Waypoint 894 km;424136
6186;Put.Post 94 km;414187
6187;Put.Post 99 km;413644
6188;Put.Post 34 km;413555
6189;Waypoint Pobeda (b.1285 km) (PP.);406335
6190;Puta;548108
6191;Whores (OP.);110616
6192;Puteyskaya (OP.);417819
6193;Puteyskaya;329105
6194;viaduct;488301
6195;Putivl;329209
6196;Putilovichi (OP.);349240
6197;Putinesti (OP.);395412
6198;Pukhovichi;145407
6199;Pushkarnoe (rzd.);433614
6200;Pushkarnoe (rzd) (exp.);433609
6201;Pushcha (OP.);160924
6202;Phow (exp.);153901
6203;Phow;151802
6204;Pchelkino (OP.);491431
6205;Wheat (OP.);496223
6206;Pyllkyula (OP.);81027
6207;Pylva;85009
6208;Pirlitsa;391905
6209;Pyshkivtsi;364503
6210;Panasheshti (OP.);391515
6211;Pussy;83200
6212;Pyadiki (OP.);388669
6213;Parnu;89103
6214;P?rnu-Reyziyaam (OP.);89118
6215;Pyatipolie (OP.);433629
6216;Pyatikhatki;456809
6217;Pyatikhatki-Butt;456828
6218;Piachkovichi (OP.);158318
6219;P??sk?la;80861
6220;Raavitse (OP.);86119
6221;Raaziku;82424
6222;Rabkor;147205
6223;Working (OP.);336823
6224;Rava-Russkaya (exp.);372603
6225;Rava-Russian;372500
6226;Equal Fields (OP.);145036
6227;Radviliskis;125507
6228;Radvino;326728
6229;Radeevo (OP.);155235
6230;Radenskoe (rzd.);418807
6231;Radekhov;371704
6232;Rajunai;127517
6233;Radivilov;350801
6234;Radovtsy (OP.);331116
6235;Radoshin;358606
6236;Radoshkovichi;143505
6237;Rainbow (OP);150621
6238;Radulino;347902
6239;welcome;466800
6240;Radkovskie Sands;431208
6241;Razvadovo (OP.);157211
6242;Hrazdan;568402
6243;Separate I (exp.);415902
6244;Separate I;405607
6245;Separate-Sorting;405703
6246;Razdolovka (OP.);494815
6247;Razdolsky (OP.);443118
6248;strife;453904
6249;Razzhivievka (OP.);441625
6250;Razino;342006
6251;Razlogi (OP);164253
6252;Busted (OP);433239
6253;Passage 1 km;404016
6254;Junction 11 km;460039
6255;Passage 11 km (exp.);471001
6256;Junction 142 km;476342
6257;Junction 151 km;150778
6258;Junction 18 km;400567
6259;Junction 19Z km;447227
6260;Junction 2 km;480441
6261;Junction 2 km;490867
6262;Passage 20 km;476855
6263;Junction 205 km;726308
6264;Junction 208 km;398618
6265;Passage 208 km (exp.);391303
6266;Junction 219 km;684501
6267;Junction 257 km;555027
6268;Junction 265 km;660810
6269;Junction 27 km;427914
6270;Passage 270 km;425336
6271;Junction 279 km;660825
6272;Junction 29 km;474313
6273;Junction 299 km;554819
6274;Junction 2Z6 km;660717
6275;Junction 402 km;661156
6276;Junction 44 km;415048
6277;Junction 441 km;661315
6278;Junction 5 km;413714
6279;Junction 5 km;488617
6280;Junction 5 km;698625
6281;Passage 50 km;413926
6282;Junction 6 km;660030
6283;Junction 6 km;482038
6284;Junction 6 km;467343
6285;Junction 615 km;737340
6286;Junction 67 km;399220
6287;Junction 6Z6 km;737228
6288;Junction 7 km;480437
6289;Junction 7 km;110728
6290;Junction 7 km;425533
6291;Junction 75 km;477311
6292;Junction 8 km;440213
6293;Junction 8 km;343634
6294;Junction 8 km;505668
6295;Junction 805 km;424831
6296;Junction 84 km;506035
6297;Junction 898 km;424121
6298;Junction 9 km;567734
6299;Junction 95Z km;423427
6300;Junction 9‡6 km;423379
6301;Junction number 10;726914
6302;Junction number 10;662233
6303;Junction No. 100;753413
6304;Junction No. 105;753610
6305;Junction No. 108;753633
6306;Junction No. 10-G;663132
6307;Junction No. 10Z;753517
6308;Junction No. 11;662214
6309;Junction No. 112;753837
6310;Junction No. 12;727230
6311;Junction No. 12;708935
6312;Junction No. 121;753952
6313;Junction No. 124;754219
6314;Junction No. 125;696723
6315;Junction No. 126;754238
6316;Junction No. 129;754257
6317;Junction No. 12-G;663151
6318;Junction No. 12Z;754100
6319;Junction No. 14;671834
6320;Junction No. 14;727211
6321;Junction No. 14;662125
6322;Junction No. 141;716005
6323;Junction No. 142;731819
6324;Junction No. 142;716113
6325;Junction No. 144;716217
6326;Junction No. 144;730229
6327;Junction No. 145;730318
6328;Junction No. 146;730322
6329;Junction No. 148;732900
6330;Junction No. 148;717525
6331;Junction No. 149;733212
6332;Junction No. 14‡;730214
6333;Junction No. 15;662110
6334;Junction No. 15;663221
6335;Junction No. 15;708831
6336;Junction No. 15;727315
6337;Junction No. 151;733123
6338;Junction No. 152;734215
6339;Junction No. 154;734319
6340;Junction No. 155;749028
6341;Junction No. 156;749117
6342;Junction No. 157;667256
6343;Junction No. 158;749615
6344;Junction No. 16;661828
6345;Junction No. 16;671919
6346;Junction No. 16;727300
6347;Junction No. 16;708812
6348;Junction No. 160;749719
6349;Junction No. 161;749916
6350;Junction No. 161 (exp.);749901
6351;Junction No. 162;734821
6352;Junction No. 165;735415
6353;Junction No. 16‡;734836
6354;Junction No. 17;693123
6355;Junction No. 170;757414
6356;Junction No. 171;757429
6357;Junction No. 174;757715
6358;Junction No. 175;757720
6359;Junction No. 176;757823
6360;Junction No. 177;738310
6361;Junction No. 178;758135
6362;Junction No. 18;727419
6363;Junction No. 180;737425
6364;Junction No. 1Z;727226
6365;Junction No. 1‡4;723329
6366;Junction No. 1Z5;723210
6367;Junction No. 1Z7;731414
6368;Junction No. 1‡9;731611
6369;Junction No. 20;672112
6370;Junction No. 20;727423
6371;Junction No. 21;727512
6372;Junction No. 22;708687
6373;Junction No. 24;728125
6374;Junction No. 25;667106
6375;Junction No. 26;672305
6376;Junction No. 27;667218
6377;Junction No. 27;708634
6378;Junction No. 28;728500
6379;Junction No. 29;728619
6380;Junction No. 2‡;728110
6381;Junction No. 40;730445
6382;Junction No. 41;730426
6383;Junction No. 42;730411
6384;Junction No. 420;738324
6385;Junction No. 460;662657
6386;Junction No. 461;662642
6387;Junction No. 464;662619
6388;Junction No. 465;662549
6389;Junction No. 467;662528
6390;Junction No. 468;662515
6391;Junction No. 469;661141
6392;Junction No. 46Z;662623
6393;Junction No. 47;702125
6394;Junction No. 47;668511
6395;Junction No. 470;661137
6396;Junction No. 472;661118
6397;Junction No. 48;750218
6398;Junction No. 4Z;730454
6399;Junction No. 54;750519
6400;Junction No. 57;750538
6401;Junction No. 59;750612
6402;Junction No. 64;751009
6403;Junction No. 66;751314
6404;Junction No. 76;751827
6405;Junction No. 79;751916
6406;Junction No. 87;752622
6407;Junction No. 96;753216
6408;Junction No. 97;753314
6409;Junction number Z0;708032
6410;Junction number Z0;728727
6411;Junction number Z0;672729
6412;Junction number Z1;728712
6413;Junction number Z1;667415
6414;Junction number Z1;708013
6415;Junction number Z12;669020
6416;Junction number Z15;660204
6417;Junction No. ‡1‡;669045
6418;Junction number Z2;731325
6419;Junction number Z6;731217
6420;Junction number Z8;731109
6421;Junction number Z8;667720
6422;Junction number Z9;689908
6423;Junction number Z9;731011
6424;Junction No. ‡‡;702712
6425;Junction No. ‡‡;667519
6426;Junction No. ‡‡;676113
6427;Junction No. ‡‡;731310
6428;Passage No. 1;664008
6429;Passage No. 1;709251
6430;Passage No. 2;662426
6431;Passage No. 2;708136
6432;Passage No. 4;662322
6433;Passage No. 4;709213
6434;Junction number 5;455420
6435;Junction number 5;708121
6436;Junction number 5;662318
6437;Junction No. 6;662271
6438;Junction No. 6;726613
6439;Junction No. 6;709112
6440;Junction ü6-G;664402
6441;Junction number 7;709035
6442;Junction number 7;662267
6443;Junction number 8;708102
6444;Junction ü8-G;663113
6445;Passage No. 9;709016
6446;Passage No. 9;662248
6447;Passage No. 9;726806
6448;Junction No. 3;709232
6449;Junction No. 3;726505
6450;Junction 3 km;110713
6451;Junction 3 km;376360
6452;Junction Z04 km;731626
6453;Junction Z05 km;731630
6454;Junction Z06 km;731734
6455;Junction 303 km;731518
6456;Junction Z11 km;114199
6457;Junction Z11 km;731749
6458;Junction 315 km;554715
6459;Junction Z28 km;448588
6460;Junction 34 km;399714
6461;Raygorod;420050
6462;Ray-Elenovka (OP.);449631
6463;Raiki (OP);342241
6464;Railov (OP.);376337
6465;Rakvere (exp.);82706
6466;Rakvere;82903
6467;Rakiv (OP);387435
6468;Rakitno (OP.);139436
6469;Rakitno;344105
6470;Raqqa;84307
6471;Raklevtsy (OP.);137646
6472;Rakovo (OP);330719
6473;Rakovchik (OP.);386818
6474;Ramadan (OP);724213
6475;Randonsky (former senior) (OP.);154919
6476;Rapkan;740305
6477;Rapla;88505
6478;Rasava (resp.);344745
6479;Raspaseevka (OP.);509029
6480;Dawn (OP);139548
6481;Loose;504108
6482;Rastavitsy (OP.);339412
6483;Growing;463605
6484;Ratmirovichi;147402
6485;Ratomka;143632
6486;Ratsim?e (OP.);85653
6487;City Hall (narrow);408542
6488;Raustan;741007
6489;Raukhovka;401505
6490;Raushan (resp.);737213
6491;Rafalovka;355105
6492;Rakhimov;723704
6493;Rahinya (OP.);387416
6494;Rachna;331603
6495;Rakhiv;386305
6496;Rahum?e (OP.);81211
6497;Racha;346900
6498;Rachevka (OP.);418949
6499;Crustaceans (OP.);342218
6500;Rebase (OP.);84928
6501;Rebrikovo (OP.);487539
6502;Rebus;154711
6503;Revaka;391002
6504;Howler (OP);465850
6505;Regar;745807
6506;Rediul Mare;393900
6507;Reddub;504504
6508;redoubts;425707
6509;Rezekne I;112723
6510;Rezekne II;113105
6511;Reitanov;139800
6512;River Seim (OP.);327523
6513;Rekta (OP.);158515
6514;Remestvo (OP.);158445
6515;Removskaya;711603
6516;Reni;404700
6517;Reni (exp.);403500
6518;Reni (in bulk);404804
6519;Reni (CFR) (exp.);403407
6520;Reni Port (transl.);402300
6521;Reni-Port (exp.);404908
6522;Renge (exp.);99707
6523;Renge;99603
6524;Reola;84909
6525;Repetek;750504
6526;Turnips (BP.);446722
6527;Resta;157902
6528;Ret (OP.);327818
6529;Refdepo (OP.);416816
6530;Rechitsa;154800
6531;Rechitsa (OP.);134239
6532;Decisive (OP.);328719
6533;Reshetilovka;448200
6534;Reshutsk;356620
6535;Rhea;345305
6536;Rzhevusskaya;339107
6537;Riga-Krasta (exp.);90609
6538;Riga-Krasta;90505
6539;Riga Passenger;90100
6540;Rizgonis;124805
6541;Riisipere;80607
6542;Rikantai (OP);120931
6543;Rimkay;108408
6544;Rioni;575105
6545;Rhythm (OP);154478
6546;Rkvia (OP.);576080
6547;Rovenky;501506
6548;Smooth;356600
6549;Smooth (OP.);382535
6550;Rogan;440707
6551;Rogatin;361609
6552;Rogachev;155907
6553;Rogachev-junction;155930
6554;Rogintsy;427100
6555;Rogovka (OP.);449326
6556;Rogozhen;395802
6557;Rogozyanka;432560
6558;Rodakovo;506001
6559;rodatyche;374492
6560;Rodinskaya;492909
6561;Rodionovka (OP.);563521
6562;Springs (OP.);692629
6563;Springs (rzd.);665119
6564;Rozhanka;137400
6565;Rozhdestvenka;697105
6566;Born (Rzd.);423612
6567;Rozhishche;358803
6568;Rozhnovka (OP.);429229
6569;Rozhnyatov;387609
6570;Rozluch (OP.);375334
6571;Rozovka;486700
6572;Rokitnaya (OP.);427755
6573;Rokitno-Volynskoye;355909
6574;Rokiskis;127803
6575;Rokiskis (exp.);127907
6576;Fatal;457905
6577;Rokosovo;385209
6578;Rokosovo (OP.);384738
6579;Romankov (OP.);320839
6580;Romankovo (OP.);455914
6581;Romankovtsy;367906
6582;Romanovichi (OP.);155767
6583;Romanovka (OP.);360926
6584;Romanovshchina (OP.);139637
6585;Novels (OP.);142413
6586;Romatovo (OP.);132515
6587;Chamomile (OP.);391411
6588;Romny;426201
6589;Romodan;427308
6590;Romosh (OP.);353138
6591;Roobuka (OP.);88377
6592;Ropka (OP.);85761
6593;Ropnyanskaya;162211
6594;Ropcha (OP.);369511
6595;Roskopan (OP.);338744
6596;Roskoshevka;420216
6597;Roskoshyansky (OP.);505634
6598;Roslyaki;160712
6599;Rosolovtsy (OP.);334194
6600;Russia;482305
6601;Rossokhovatka (rzd.);421439
6602;Rossosha (OP.);333793
6603;Rossoshki (rzd.);424846
6604;Rostosh (red.);665405
6605;Ros (OP.);339224
6606;Ros;137307
6607;Rotovo (rzd.);406104
6608;Rothok;343901
6609;Companies;496100
6610;Rohaty;745101
6611;Roskans (OP);390635
6612;Grove (OP.);700011
6613;Grove (OP.);144644
6614;Roy;481001
6615;planer;426004
6616;Rubanovka (OP.);417062
6617;Rubezhnoye;498708
6618;Rubizhne City (OP.);498712
6619;Rubezhovsky (OP.);320647
6620;Rublyovka;427702
6621;Scars (rzd.);431229
6622;Rudavka (OP.);136225
6623;Rudayevo (OP.);493719
6624;Rudanians (OP.);370716
6625;Rudbargy (OP.);93429
6626;Rudensk;145303
6627;Rudea (OP.);157743
6628;Rudiskes;122405
6629;Rudka (OP.);389036
6630;Rudki;375809
6631;Rudnitsa;408307
6632;Mine (narrow);408345
6633;Rudno;374670
6634;Rudnya (OP.);347724
6635;Rudnya (OP.);164546
6636;Rudnyansky (OP.);153757
6637;Rudnya-Pochayuvskaya;350708
6638;Rudnya-Radovelskaya (OP.);349010
6639;Rouge (OP);114413
6640;Ruzhin (OP.);353814
6641;Ruyena;90308
6642;Ruyena (exp.);90204
6643;Ruisbolo (OP);562622
6644;Rulikh;712305
6645;Rumbula (OP.);90026
6646;Rumino;158708
6647;Rupino (rzd.);446012
6648;Rusino;138916
6649;Russian Field (OP.);385410
6650;Rustavi (exp.);562745
6651;Rustavi;562707
6652;Rustavi-Passenger (OP.);562726
6653;Rutchenkovo;480507
6654;Ruuza (OP);85028
6655;Ruhnama;752425
6656;Ruhybelent;750114
6657;Fishing (exp.);717807
6658;Fishing;717703
6659;Rybnitsa;396400
6660;Rybnitsa (OP.);135231
6661;Rybtsy (OP.);145021
6662;Ryzhkovichi;156702
6663;Lynx (OP);354821
6664;Ryhalskaya;348074
6665;Rykhtichi (OP.);376214
6666;Reutsel;393008
6667;Ryabushki;445880
6668;Private;457202
6669;Ryasna;370415
6670;Ryasna II;370504
6671;Ryasnoe (OP.);483327
6672;Saatly;552300
6673;Sabile;97909
6674;Sabir;552508
6675;Sabovka (OP.);495339
6676;Sabunchi;547073
6677;Sabuhi (resp.);555146
6678;Sawai (exp.);744005
6679;Savai;743905
6680;Savanis Ubani (OP);577168
6681;Savelinki (OP.);156558
6682;Saverci (OP.);343117
6683;Savintsy (OP.);333312
6684;Savintsy;443809
6685;Savici (OP);340053
6686;Savici (OP);136817
6687;savichi;147722
6688;Savro;457106
6689;Sagaydak;448107
6690;Sagamo (OP);563540
6691;Saganzile (OP.);576837
6692;Sagarejo;561307
6693;Sagarchin;667400
6694;Sagiz;660806
6695;Sagiri;554336
6696;Garden (OP);418826
6697;Sadakhlo (exp.);564204
6698;Sadakhlo;564609
6699;sadmountain;366801
6700;Sadzhavka (OP.);386729
6701;Sadgewaho;570205
6702;Sadki (OP.);449218
6703;Sadki (OP.);153738
6704;Sadovaya (OP.);330097
6705;Sadovaya (OP.);445931
6706;"Garden Society ""Dnipro"" (OP.)";428086
6707;Garden (PP.);495644
6708;Garden (OP.);339427
6709;Garden (OP.);140812
6710;Sadha (OP);563555
6711;Gardens (OP);154923
6712;Gardens (OP);346399
6713;Gardens-1 (OP.);428071
6714;Gardens-4 (OP.);428052
6715;Gardens-5 (OP.);428048
6716;Gardens-6 (OP.);428033
6717;Sady-Z (OP.);428067
6718;Sadyrkul;685606
6719;Soot Plant (OP.);548127
6720;Sazhki (OP.);336310
6721;Saz (rzd.);703518
6722;Sazakin;757819
6723;Sazankurak;662209
6724;Saikan (OP);708117
6725;Sails (rzd.);701014
6726;Sairam;698803
6727;Sai-Cliff;663109
6728;Sakara (OP);575919
6729;Saki (OP);135621
6730;Sakochavi;577721
6731;Saksagan;458005
6732;Saksaulskaya;670102
6733;Saxtagals;113112
6734;Saku (OP);88331
6735;Salar;720903
6736;Salaspils;94205
6737;Salatier (OP.);134953
6738;Salahli;558504
6739;Saldus;93306
6740;Saldutishkis;128539
6741;Salieti;576199
6742;Saltanovka;155112
6743;Salkhino (OP.);572821
6744;Salychevka (OP.);322642
6745;Salkovo;475354
6746;Salnitsky (BP.);335841
6747;Salyans;553106
6748;Samarkand;727809
6749;Samarovka;451909
6750;Sambor;375705
6751;Samgori (OP.);561117
6752;Samoilovka;454803
6753;Nugget (OP.);422234
6754;Samsonovka (OP.);508420
6755;Samtredia;570008
6756;Samtredia II (OP.);570065
6757;Samulki (OP.);157917
6758;Samchintsy;336409
6759;Sanahin;565009
6760;Sangaste;86105
6761;Sangachali;548305
6762;Sangachali (Terminal) (transl.);548606
6763;Sangtuda;748701
6764;Sandykgachy;755508
6765;Sankybay (OP.);666319
6766;Santaika (OP.);123643
6767;Santaka (OP);128444
6768;sapak;670333
6769;sapezhanka;370909
6770;Sapichkhiya (OP.);575317
6771;Sarajalyar;552404
6772;Barn (OP.);546460
6773;Sarata;403801
6774;Sarahs;756801
6775;Sarakhs (exp.);756905
6776;Sarbetkey (OP.);670371
6777;Sarvan;545504
6778;Sarkandaugava (exp.);95602
6779;Sarkandaugava;96501
6780;Sarny;355504
6781;Sartana;484809
6782;Sartichala (OP.);561121
6783;Sary-Agach (exp.);704101
6784;Sary-Agach;698305
6785;Saryasia;736102
6786;Sarybulak (OP.);705212
6787;Sary-Gaya (OP.);546489
6788;Saryzhal;709124
6789;Sarykol;685409
6790;Sarykum;676005
6791;Sarykurak (resp.);702623
6792;Sarynja (resp.);548220
6793;Sary-Oba;693208
6794;Sary-Ozek;701207
6795;Sarysay;668009
6796;Sarysu;675910
6797;Saryulek (OP.);670085
6798;Sary-Shagan;705509
6799;Sariyazy;755601
6800;Saryanka (OP.);161838
6801;Sasovka (OP);383627
6802;Sasovo-Zakarpatskoe (OP.);384757
6803;Sas-Tobe;699505
6804;Satimsai (OP.);672714
6805;Satul Know (OP);399127
6806;Saule;110821
6807;Saulkalne (OP.);94135
6808;Saulkrasti;96003
6809;Saumalkol (former New Way);677332
6810;Sauran;672733
6811;Saue;80838
6812;Sugar;413707
6813;Sugar Factory (OP.);130238
6814;Sahil;547637
6815;Sakhkamen (OP.);333191
6816;Sakhnovshchina;442505
6817;Sahra;751723
6818;Satsire (OP.);575529
6819;Sachkhere;576502
6820;Sayak;677703
6821;Sayat;759405
6822;national team;505901
6823;Svalyava;383608
6824;Svatovo;499005
6825;Sventa (OP.);110732
6826;Sverkovo;155803
6827;Overhang;329904
6828;Svetlanovo;497601
6829;Svetlichny (OP.);432611
6830;Svetlovodsk;428005
6831;Svetlogorsk-on-Berezina;154209
6832;Svetlodarskoe;494209
6833;Svetlodolinskaya;477104
6834;Svetoch (rzd.);150024
6835;Mumps;448840
6836;Svir;575800
6837;Svisloch (exp.);135706
6838;Svisloch;135602
6839;Sweetin (OP.);345638
6840;Switch (OP);387327
6841;Freedom (OP);382412
6842;Svolno;161819
6843;Svyatogorsk;490208
6844;Svyatoshino;322407
6845;Sevan;568900
6846;Sevastyanovka (OP.);420915
6847;North (OP.);443349
6848;Seversk;495004
6849;Sevryuk (OP.);137114
6850;Seda (OP);110836
6851;Sedzavka (OP.);386714
6852;Sednevka;414149
6853;Sedcha (OP.);145017
6854;Seasonal (OP.);443936
6855;Sadie;757401
6856;Sekerovshchina (OP.);161217
6857;Seleznevka;714137
6858;Selection (OP.);443480
6859;Breeding;684815
6860;Selemet (OP.);399112
6861;Selets;693424
6862;Selesche (OP.);432975
6863;Seleshchina;441305
6864;Selivonovka (OP.);142358
6865;Selydovka;481302
6866;Selishchansky (OP.);335623
6867;The village of Kamenka (rzd.);340034
6868;Chernev village (OP.);379161
6869;Selo-Kalfa (OP.);390620
6870;Selpils;91917
6871;Selnoye (OP.);154213
6872;Rural (rzd.);502345
6873;Agricultural (OP.);491751
6874;village;341234
6875;Selyaninovo (OP.);417013
6876;Selyakhi (OP.);132375
6877;Semashki (OP.);137519
6878;Semeykino;505102
6879;Semeykino-New;508505
6880;Semenik;755103
6881;Seeds (OP.);336414
6882;Semenov Yar (OP.);446510
6883;Semiglavy Mar;665000
6884;Semiglavy Mar (exp.);664900
6885;Semiletka (OP.);340922
6886;Semipalatinsk;709406
6887;Semipalatinsk-Cargo;709508
6888;Semipalatinsk-Pristan;699806
6889;Semipolki (OP.);323414
6890;Semihody (OP.);324559
6891;Semihody;324559
6892;Semukovichi (OP.);157322
6893;Semyanovka (OP.);377912
6894;Senaki;571903
6895;Senaki (exp.);571833
6896;Senkevichevka;357506
6897;Senkevichi;151925
6898;Senno (OP.);168343
6899;hay plant;154815
6900;Sentyanivka;496900
6901;Sencha;427204
6902;Senkovka (OP.);431924
6903;Senkovo (OP.);431411
6904;Serbinovtsy;331158
6905;Serbian;401435
6906;Sergeli;723507
6907;Sergievka;699401
6908;Sergunta (OP.);114324
6909;Serdar;753803
6910;angry;489408
6911;Serdyukovka;423307
6912;Serebryanka;714103
6913;Serebryanka (OP.);420084
6914;Middle (OP);362527
6915;Middle peasants (OP.);139139
6916;Sulfur Factory;732807
6917;Serogozy;417109
6918;Serpnevo I (OP.);405031
6919;Serpnevo II (OP.);405027
6920;Serhetabat;756106
6921;Serhetabat (exp.);756206
6922;Sestrenovka;342720
6923;Sece;91936
6924;Cuts (OP.);162718
6925;siazan;545909
6926;Sivash;475301
6927;Signaevka;422107
6928;Signal (OP.);337219
6929;Sigulda;95119
6930;Sidarai (OP.);106218
6931;Sidorovka (OP.);158623
6932;Sieksate (OP.);93414
6933;Silava;110516
6934;Silciems (OP.);95123
6935;Simnas (OP);123677
6936;Simoneti (OP.);575711
6937;Sinatle (OP.);574348
6938;Sinelnikovo I;453603
6939;Sinelnikovo II;453500
6940;Sinyuga (OP.);157315
6941;Sinyavo (OP.);138626
6942;Blue Mountain;462706
6943;Zionite;485801
6944;Sipoten (rzd.);391712
6945;Sital-Tea;546102
6946;Sitkovtsy;336503
6947;Sitnitsa (OP.);151934
6948;Sitnitsa;152006
6949;Siphon;497404
6950;Sikhov;378703
6951;Skysta;110520
6952;Skala-Podolskaya;364005
6953;rock;361007
6954;Skapishkis;127521
6955;Skatarsk;383720
6956;Skvarzhava (OP.);360521
6957;Skvira;343206
6958;Skelovka (OP.);374929
6959;Skibnevo;333806
6960;Skibs (OP.);352116
6961;Skidel;135405
6962;Skipova (p);502411
6963;Sknilov;370307
6964;Skokie (OP);132252
6965;Skole;376905
6966;high-speed;431426
6967;Skorokhodovo;449006
6968;Skosyrskaya;489107
6969;Bestial;490814
6970;Skopishche;344904
6971;Skra;578902
6972;Crossings (OP.);163015
6973;Skribovtsy;137504
6974;Skriveri;93804
6975;Skrigalevka (OP.);343545
6976;Skripai (rzd.);430739
6977;Skrunda;93409
6978;Skryagovka;445838
6979;Skulte;90702
6980;Skulte (exp.);90806
6981;Skumpia (OP.);392734
6982;Skuodas (exp.);106900
6983;Skuodas;107104
6984;Sk?rsabalyai;128308
6985;Slavgorod-Yuzhny;464909
6986;glorious;141938
6987;Slavsko;376712
6988;Slavuta I;341408
6989;Slavuta II (until 31.12.08;341304
6990;Slavutych;324718
6991;Slavutich (OP.);415071
6992;Slav;455401
6993;Slavyanoserbsk;506105
6994;Slavyansk;492006
6995;Slavyansk-Vetka;492109
6996;Slavyanskiy Kurort;490405
6997;Slampe;97720
6998;Slatino;432240
6999;Sloboda (OP);140916
7000;Sloboda-Banilov (OP.);389411
7001;Sloboda-Petrovka (OP.);323221
7002;Sloboda-Teofipolskaya (OP.);362419
7003;Slobodka;407906
7004;Slobodka (exp.);418205
7005;Slobodka (OP.);156810
7006;Slobodskaya (OP.);400818
7007;Sloboda Post (rzd.);338710
7008;Slobodskoy (OP.);168748
7009;Slobozia Mare (OP.);397634
7010;Word (exp.);151200
7011;verbally;151130
7012;Word-Joint;151145
7013;Sloka;97307
7014;Slonim;137006
7015;Sloat (OP);328140
7016;Slutsk;148602
7017;Slutsk-junction;148706
7018;Chance (OP.);152114
7019;Smarde (OP.);97330
7020;Smila;424009
7021;Smirnovo;687902
7022;Smolevichi;141001
7023;Smolka;345201
7024;Smolyany;168700
7025;Smorgon;163301
7026;Smorodino;446008
7027;Smyga;350407
7028;Snows (rzd.);432626
7029;Snowy (OP.);432931
7030;Snetinka (OP.);343579
7031;Snigirevka;416106
7032;Snitovo (OP.);133024
7033;Snovidovichi (OP.);356013
7034;Again (OP);326910
7035;Snyatyn;389303
7036;Sobkovka (OP.);447416
7037;Sobolevka (OP.);490316
7038;Sobolevka (OP.);156238
7039;Sobychev (OP.);328136
7040;Sovetakan;567202
7041;Soviet (OP.);146448
7042;Council of People's Commissars;449400
7043;State farm (OP.);491937
7044;State farm (OP.);392927
7045;State Farm Pravda (OP.);418915
7046;Sovkhoznaya (OP.);416137
7047;Sovkhoznaya (OP.);444125
7048;Sodai (OP);125615
7049;Sozh;155714
7050;Sokal;371403
7051;Sokirnitsa (OP.);385317
7052;Sokiryany;368006
7053;Sokiryany (exp.);368102
7054;Falcon;390809
7055;Falcons;375230
7056;Sokolka (OP.);150277
7057;Sokolovo (rzd.);442172
7058;Sokolornoe;475803
7059;Sokoriki;349503
7060;Sokuluk (rzd.);716402
7061;Sokyr (former Novodubovskaya);674508
7062;Solak (rzd.);568313
7063;Soldina;83802
7064;salty;669800
7065;Salty (OP.);481317
7066;Soligorsk;148227
7067;Solidarity;509103
7068;Solmanly (resp.);552654
7069;Solar (OP.);419335
7070;Solar (OP.);401986
7071;Sunny (OP.);142131
7072;Solovyovka (OP.);410519
7073;Solomirka (OP.);337722
7074;Solonitskaya;429801
7075;Salty (OP.);154266
7076;Solotvino I;385707
7077;Solotvino II;385904
7078;Solotvino-Hospital (OP.);385622
